Country Name,Country Code,Indicator Name,Indicator Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2010-2011 [YR2010-2011],2011 [YR2011],2012 [YR2012],2013 [YR2013],2013-2014 [YR2013-2014],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Honduras,HND,CO2 emission from transport (of which road) relative to GDP (PPP) (kg per dollar),CO.EM.TRNS.ROAD.PPP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.091,..,..,..,..
Honduras,HND,CO2 emission from transport relative to GDP (PPP) (kg per dollar),CO.EM.TRNS.GDP.PPP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.091,..,..,..,..
Honduras,HND,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,392837,406359,413840,470567,555489,553013,..,636435,669802,571720,619867,..,662432,665354,670726,..,704934,..,..
Honduras,HND,Deaths by road user category - 2 or 3 wheeler [%],ROAD.DTH.2.WEEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.1,..,..,..,..
Honduras,HND,Deaths by road user category - 4 wheeler [%],ROAD.DTH.4.WEEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.8,..,..,..,..
Honduras,HND,Deaths by road user category - cyclist [%],ROAD.DTH.CYCLIST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.9,..,..,..,..
Honduras,HND,Deaths by road user category - others [%],ROAD.DTH.OTHER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.3,..,..,..,..
Honduras,HND,Deaths by road user category - pedestrian [%],ROAD.DTH.PEDESTRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.7,..,..,..,..
Honduras,HND,Energy consumption of transport relative to GDP (PPP) (GOE per dollar),EG.CON.TRAN.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,..,..
Honduras,HND,Good governance index - Undue influence  [value: 1 = worst to 7 = best],GOV.IN.UNDU.IN.VAL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,3,3,3,3,..,3,3,3,..,3,3,..
Honduras,HND,Good governance index - Undue influence value [rank],GOV.IN.UNDU.IN.RAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,95,89,109,105,..,85,87,121,..,106,86,..
Honduras,HND,Liner Shipping Connectivity Index,IS.SHP.GCNW.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,8,9,9,11,9,..,9,10,11,..,11,10,..
Honduras,HND,Logistics performance index - customs  [value: 1 = low to 5 = high],LP.LPI.OVRL.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.48,..,..,2.39,..,..,2.39,..,..,2.7,..,2.21
Honduras,HND,Logistics performance index - customs [rank],LP.LPI.OVRL.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65,..,..,76,..,..,91,..,..,67,..,126
Honduras,HND,"Mortality caused by road traffic injury (per 100,000 people)",EST.ROAD.TRAF.DTH.100G,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..
Honduras,HND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.021,..,34.133,39.412,36.959,..,37.114,37.59,..
Honduras,HND,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Honduras,HND,Quality of air transport infrastructure [rank],QA.AIR.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,69,69,72,70,..,73,71,97,..,93,70,..
Honduras,HND,Quality of air transport infrastructure [value: 1 = worst to 7 = best],QA.AIR.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.87,4.5,4.68,4.63,4.6,..,4.51,4.5,3.99,..,3.89,4.26,..
Honduras,HND,Quality of port infrastructure [rank],QA.PORT.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48,40,36,35,32,..,38,55,87,..,71,46,..
Honduras,HND,Quality of port infrastructure [value: 1 = worst to 7 = best],QA.PORT.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1,4.75,4.94,5.12,5.33,..,5.12,4.61,3.9,..,4.13,4.63,..
Honduras,HND,Quality of railroad infrastructure [rank],QA.RAIL.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101,105,..,..,120,120,..,..,..,..
Honduras,HND,Quality of railroad infrastructure [value: 1 = worst to 7 = best],QA.RAIL.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.48,1.45,..,1.29,1.14,1.1,..,..,..,..
Honduras,HND,Quality of roads [rank],QA.ROAD.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,62,61,74,82,..,86,92,114,..,96,72,..
Honduras,HND,Quality of roads [value: 1 = worst to 7 = best],QA.ROAD.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.01,3.53,3.66,3.52,3.49,..,3.43,3.27,2.92,..,3.33,3.88,..
Honduras,HND,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,Total world transport-related GHG emissions (million tonnes),EN.CO2.TRAN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3,..,..,..,..
"Hong Kong SAR, China",HKG,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2325,4151,4546,5112,5066,5715,5781,6932,7764,8326,10029,8986,13293,10373,..,10054,9468,9396,..,10826,11294,..
"Hong Kong SAR, China",HKG,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5957200,12254000,12592600,14377973,14064286,15636216,13024791,17892816,20229512,21796158,24133664,25401266,23973030,28347688,..,30293677,32247332,34644497,..,37933773,41867157,..
"Hong Kong SAR, China",HKG,CO2 emission from transport (of which road) relative to GDP (PPP) (kg per dollar),CO.EM.TRNS.ROAD.PPP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.018,..,..,..,..
"Hong Kong SAR, China",HKG,CO2 emission from transport relative to GDP (PPP) (kg per dollar),CO.EM.TRNS.GDP.PPP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.018,..,..,..,..
"Hong Kong SAR, China",HKG,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22601630,23538580,23998449,24494229,21040096,23699242,..,24384000,23117000,22352000,..,22300000,..,..
"Hong Kong SAR, China",HKG,Deaths by road user category - 2 or 3 wheeler [%],ROAD.DTH.2.WEEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Deaths by road user category - 4 wheeler [%],ROAD.DTH.4.WEEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Deaths by road user category - cyclist [%],ROAD.DTH.CYCLIST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Deaths by road user category - others [%],ROAD.DTH.OTHER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Deaths by road user category - pedestrian [%],ROAD.DTH.PEDESTRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Energy consumption of transport relative to GDP (PPP) (GOE per dollar),EG.CON.TRAN.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..
"Hong Kong SAR, China",HKG,Good governance index - Undue influence  [value: 1 = worst to 7 = best],GOV.IN.UNDU.IN.VAL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,..,5,5,5,..,5,5,..
"Hong Kong SAR, China",HKG,Good governance index - Undue influence value [rank],GOV.IN.UNDU.IN.RAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,13,13,17,16,..,19,20,16,..,15,13,..
"Hong Kong SAR, China",HKG,Liner Shipping Connectivity Index,IS.SHP.GCNW.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94,97,99,106,109,104,114,..,115,117,117,..,116,117,..
"Hong Kong SAR, China",HKG,Logistics performance index - customs  [value: 1 = low to 5 = high],LP.LPI.OVRL.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.84,..,..,3.83,..,..,3.97,..,..,3.72,..,3.94
"Hong Kong SAR, China",HKG,Logistics performance index - customs [rank],LP.LPI.OVRL.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,8,..,..,3,..,..,17,..,7
"Hong Kong SAR, China",HKG,"Mortality caused by road traffic injury (per 100,000 people)",EST.ROAD.TRAF.DTH.100G,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Quality of air transport infrastructure [rank],QA.AIR.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,2,2,2,1,..,2,2,2,..,3,3,..
"Hong Kong SAR, China",HKG,Quality of air transport infrastructure [value: 1 = worst to 7 = best],QA.AIR.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.63,6.71,6.71,6.86,6.92,..,6.63,6.68,6.74,..,6.63,6.62,..
"Hong Kong SAR, China",HKG,Quality of port infrastructure [rank],QA.PORT.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,2,2,1,..,3,3,3,..,4,5,..
"Hong Kong SAR, China",HKG,Quality of port infrastructure [value: 1 = worst to 7 = best],QA.PORT.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.51,6.54,6.64,6.78,6.82,..,6.57,6.54,6.59,..,6.47,6.35,..
"Hong Kong SAR, China",HKG,Quality of railroad infrastructure [rank],QA.RAIL.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,2,..,..,3,3,..,3,3,..
"Hong Kong SAR, China",HKG,Quality of railroad infrastructure [value: 1 = worst to 7 = best],QA.RAIL.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.55,6.74,..,6.45,6.42,6.45,..,6.34,6.36,..
"Hong Kong SAR, China",HKG,Quality of roads [rank],QA.ROAD.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,6,5,3,4,..,9,8,5,..,7,5,..
"Hong Kong SAR, China",HKG,Quality of roads [value: 1 = worst to 7 = best],QA.ROAD.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.32,6.34,6.41,6.59,6.46,..,6.22,6.25,6.24,..,6.04,6.16,..
"Hong Kong SAR, China",HKG,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Total world transport-related GHG emissions (million tonnes),EN.CO2.TRAN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,..,..,..,..
Hungary,HUN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,..,..,..,..,..,..,..,..,..,..,6,8,6,6,6,6,5,6,6,8,9,10,9,9,9,10,9,7,6,6,6,5,7,11,18,29,29,35,37,40,51,32,25,28,24,21,20,27,12,10,6,..,6,0,0,..,0,0,..
Hungary,HUN,"Air transport, passengers carried",IS.AIR.PSGR,..,..,..,..,..,..,..,..,..,..,282300,268200,266300,330000,456500,414100,427200,555000,659000,830200,874300,1017000,1020700,957300,1038500,1116100,1150600,1231400,1176400,1316300,1363100,910700,1029100,1216900,1325400,1310900,1563400,1634700,1749200,1943500,2197521,2023385,2098760,2260849,2546234,2735214,2591666,3133574,3111575,2952885,12477063,..,13729554,12289555,13926540,..,16482060,20042185,..
Hungary,HUN,CO2 emission from transport (of which road) relative to GDP (PPP) (kg per dollar),CO.EM.TRNS.ROAD.PPP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.043,..,..,..,..
Hungary,HUN,CO2 emission from transport relative to GDP (PPP) (kg per dollar),CO.EM.TRNS.GDP.PPP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.044,..,..,..,..
Hungary,HUN,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Deaths by road user category - 2 or 3 wheeler [%],ROAD.DTH.2.WEEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9,..,..,..,..
Hungary,HUN,Deaths by road user category - 4 wheeler [%],ROAD.DTH.4.WEEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43,..,..,..,..
Hungary,HUN,Deaths by road user category - cyclist [%],ROAD.DTH.CYCLIST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.5,..,..,..,..
Hungary,HUN,Deaths by road user category - others [%],ROAD.DTH.OTHER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.8,..,..,..,..
Hungary,HUN,Deaths by road user category - pedestrian [%],ROAD.DTH.PEDESTRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.9,..,..,..,..
Hungary,HUN,Energy consumption of transport relative to GDP (PPP) (GOE per dollar),EG.CON.TRAN.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..
Hungary,HUN,Good governance index - Undue influence  [value: 1 = worst to 7 = best],GOV.IN.UNDU.IN.VAL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,3,3,3,..,3,3,3,..,3,3,..
Hungary,HUN,Good governance index - Undue influence value [rank],GOV.IN.UNDU.IN.RAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,58,70,75,71,..,70,86,89,..,84,103,..
Hungary,HUN,Liner Shipping Connectivity Index,IS.SHP.GCNW.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,Logistics performance index - customs  [value: 1 = low to 5 = high],LP.LPI.OVRL.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,2.83,..,..,2.82,..,..,2.97,..,3.02
Hungary,HUN,Logistics performance index - customs [rank],LP.LPI.OVRL.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,45,..,..,47,..,..,48,..,49
Hungary,HUN,"Mortality caused by road traffic injury (per 100,000 people)",EST.ROAD.TRAF.DTH.100G,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..
Hungary,HUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.829,..,21.732,20.76,20.925,..,21.946,23.058,..
Hungary,HUN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..
Hungary,HUN,Quality of air transport infrastructure [rank],QA.AIR.TRANS.IN.RANK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65,72,70,62,66,..,66,91,101,..,81,72,..
Hungary,HUN,Quality of air transport infrastructure [value: 1 = worst to 7 = best],QA.AIR.TRANS.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.42,4.44,4.66,4.8,4.71,..,4.74,4.19,3.94,..,4.11,4.23,..
